"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"1172587796","","","","","2009-02-03 10:56:16 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter</a>","Is wondering why the database ""lecturer"" is talking about celery..."
